Id,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
2270,1987,2,3,3,0,2225,2288,attached,403,0,TRUE,FALSE,TRUE,TRUE,91589,Byrd Junction,,Wendybury,10250,380522
2271,1986,1,3,2,0,1614,1649,attached,443,0,TRUE,TRUE,TRUE,TRUE,71895,Byrd Junction,,Wendybury,10250,415800
2272,1989,2,3,2,1,1819,1865,attached,652,0,TRUE,FALSE,TRUE,TRUE,2190,Jonathan Mission,,Wendybury,10250,405716
2273,1988,2,3,2,0,2283,2385,attached,552,0,TRUE,FALSE,TRUE,TRUE,3308,Jones Inlet,,Wendybury,10250,406981
2274,1998,1,5,1,1,1942,2011,attached,424,0,TRUE,FALSE,TRUE,TRUE,259,Levine Springs,,Wendybury,10250,377998
2275,1978,1,3,1,1,1061,1051,attached,283,0,FALSE,FALSE,FALSE,FALSE,5167,Lopez Overpass,,Wendybury,10250,289796
2276,1979,1,3,2,0,1246,1247,none,0,0,FALSE,FALSE,FALSE,FALSE,8602,Johnson Ridge,,Wendybury,10250,182702
2277,2015,1,3,2,0,1710,1764,none,0,0,FALSE,FALSE,TRUE,TRUE,45306,Carr Islands,,Wendybury,10250,91347
2278,1978,1,3,1,1,1387,1633,attached,502,0,TRUE,FALSE,TRUE,TRUE,5720,Angela Center,,Wendybury,10250,333897
2279,1982,1,3,1,1,1628,2019,attached,496,0,FALSE,FALSE,TRUE,TRUE,8888,Peterson Corner,,Wendybury,10250,409726.06
2280,1968,1,2,2,0,1434,1441,detached,531,204,FALSE,FALSE,TRUE,TRUE,33479,Anthony Roads,,Wendybury,10250,126001
2281,1968,1,2,2,0,1435,1435,detached,525,199,FALSE,FALSE,TRUE,TRUE,33479,Anthony Roads,,Wendybury,10250,125997
2282,1949,1,2,2,0,796,802,attached,192,0,FALSE,FALSE,FALSE,FALSE,3034,Smith Plains,,Davidfort,11176,315001
2283,1958,1,3,1,1,1196,1196,attached,419,0,FALSE,FALSE,TRUE,TRUE,796,Timothy Court,,Davidfort,11176,119697
2284,1958,1,3,1,1,1204,1205,attached,422,0,FALSE,FALSE,TRUE,TRUE,796,Timothy Court,,Davidfort,11176,204118
2285,1938,2,2,1,0,2109,2393,detached,381,0,TRUE,FALSE,TRUE,TRUE,87570,Fritz Union,,Davidfort,11176,333899
2286,1949,1,2,1,0,1049,1051,none,0,204,FALSE,FALSE,FALSE,FALSE,891,Patty Cape,,Davidfort,11176,283504
2287,2008,1,6,4,0,2091,2092,attached,839,0,FALSE,FALSE,TRUE,TRUE,156,Patty Cape,,Davidfort,11176,289797
2288,1973,1,3,1,1,1032,1033,attached,284,0,FALSE,FALSE,FALSE,FALSE,9483,Gardner Park,,Davidfort,11176,214204
2289,1963,1,1,1,1,560,566,none,0,0,FALSE,FALSE,FALSE,FALSE,2803,Smith Plains,1395,Davidfort,11176,62999
2290,2006,2,2,2,0,1164,1246,attached,489,0,TRUE,FALSE,TRUE,TRUE,7969,Smith Plains,1101,Davidfort,11176,220496
2291,1981,1,2,1,0,861,862,attached,276,0,FALSE,FALSE,FALSE,FALSE,472,Johnson Ville,,Davidfort,11176,182699
2292,1948,1,2,1,0,899,1020,detached,400,0,FALSE,FALSE,FALSE,FALSE,928,Tracy Shoal,,Davidfort,11176,160018
2293,1922,1,1,0,1,693,1022,detached,289,0,FALSE,FALSE,FALSE,FALSE,5999,Patterson Centers,,Davidfort,11176,233103
2294,2015,2,4,2,1,3132,3182,attached,719,0,TRUE,FALSE,TRUE,TRUE,1466,Shannon Village,,Port Jonathanborough,10250,473134
2295,2008,1,3,2,0,1942,1970,attached,440,0,TRUE,FALSE,TRUE,TRUE,5731,Ronald Trace,,Port Jonathanborough,10250,352803
2296,2010,2,6,4,1,3983,3985,attached,647,0,TRUE,FALSE,TRUE,TRUE,789,Lyons Island,,Port Jonathanborough,10250,472502
2297,2005,1,5,3,0,2436,2573,attached,435,0,TRUE,FALSE,TRUE,TRUE,514,Daniel Ridge,,Port Jonathanborough,10250,441003
2298,2006,2,6,4,0,3265,3433,attached,431,0,TRUE,FALSE,TRUE,TRUE,694,Sean Springs,,Port Jonathanborough,10250,453596
2299,2006,2,4,3,1,4036,4031,attached,578,0,TRUE,FALSE,TRUE,TRUE,8692,Williams Tunnel,,Port Jonathanborough,10250,466197
2300,2005,2,6,4,1,3989,4158,attached,839,0,TRUE,FALSE,TRUE,TRUE,830,Brown Pine,,Port Jonathanborough,10250,485104
2301,2007,1,6,4,0,3571,3682,attached,710,0,TRUE,FALSE,TRUE,TRUE,4319,Kara Pine,,Port Jonathanborough,10250,352798
2302,2006,1,6,4,0,3569,3687,attached,710,0,TRUE,FALSE,TRUE,TRUE,4319,Kara Pine,,Port Jonathanborough,10250,478802
2303,2005,2,3,2,1,2692,2957,attached,650,0,TRUE,FALSE,TRUE,TRUE,150,Carey Crossing,,Port Jonathanborough,10250,378000
2304,2005,2,5,3,0,3478,3741,attached,627,0,TRUE,FALSE,TRUE,TRUE,270,Lang Mission,,Port Jonathanborough,10250,485104
2305,2002,2,5,2,1,2947,2979,attached,606,0,TRUE,FALSE,TRUE,TRUE,311,Travis Springs,,Port Jonathanborough,10250,438481
2306,1989,2,4,2,0,2080,2499,attached,765,0,TRUE,TRUE,TRUE,TRUE,633,Amy Harbor,,Port Jonathanborough,10250,327597
2307,2015,2,4,2,1,2894,3489,attached,604,0,FALSE,FALSE,TRUE,TRUE,2597,Atkins Harbors,,Davidfort,11176,523529
2308,2014,1,4,2,1,2796,2937,attached,656,0,FALSE,FALSE,TRUE,TRUE,4851,Atkins Harbors,,Davidfort,11176,475648
2309,2014,1,3,2,1,2480,2540,attached,667,0,FALSE,FALSE,TRUE,TRUE,32529,Fischer Trace,,Davidfort,11176,428404
2310,2016,2,3,2,1,2568,2803,attached,683,0,FALSE,FALSE,TRUE,TRUE,52512,Ortiz Underpass,,Davidfort,11176,449191
2311,2016,2,4,3,0,2477,2503,attached,424,0,FALSE,FALSE,TRUE,TRUE,7688,Roman Brook,,Davidfort,11176,449193
2312,2016,2,4,3,0,1862,1943,attached,611,0,FALSE,FALSE,TRUE,TRUE,525,Theresa Fords,,Davidfort,11176,405089
2313,2015,1,3,2,0,1526,1538,attached,466,0,FALSE,FALSE,TRUE,TRUE,3044,Theresa Fords,,Davidfort,11176,364144
2314,2016,2,4,3,0,1859,1932,attached,606,0,FALSE,FALSE,TRUE,TRUE,40559,Hodges Oval,,Davidfort,11176,399421
2315,2015,1,3,2,0,1525,1539,attached,465,0,FALSE,FALSE,TRUE,TRUE,512,Hodges Oval,,Davidfort,11176,352799
2316,2014,1,3,2,1,2359,2597,attached,435,0,FALSE,FALSE,TRUE,TRUE,478,Brenda Tunnel,,Davidfort,11176,543689
2317,1990,1,2,1,0,896,901,none,0,0,FALSE,FALSE,TRUE,TRUE,148,Davies Centers,,Davidfort,11176,100801
2318,1975,1,2,2,0,766,774,none,0,0,FALSE,FALSE,TRUE,TRUE,2716,Davies Centers,,Davidfort,11176,103323
2319,1974,1,2,2,0,765,764,none,0,0,FALSE,FALSE,TRUE,TRUE,2716,Davies Centers,,Davidfort,11176,307442
2320,1997,1,3,2,0,1298,1382,attached,531,0,TRUE,TRUE,TRUE,TRUE,4084,Claudia Spur,,Davidfort,11176,352801
2321,1995,1,3,2,0,1624,1685,attached,562,0,TRUE,FALSE,TRUE,TRUE,986,Brian Glens,,Davidfort,11176,286652
2322,1978,1,2,1,1,954,963,none,0,458,FALSE,FALSE,TRUE,TRUE,21785,Mcdonald Run,,Wendybury,10250,75603
2323,1978,1,3,1,1,1435,1439,none,0,329,FALSE,FALSE,TRUE,TRUE,4053,Lisa Parkways,,Wendybury,10250,398159
2324,1990,1,3,2,0,1339,1338,none,0,497,FALSE,FALSE,TRUE,FALSE,4053,Lisa Parkways,,Wendybury,10250,398162
2325,2003,2,2,1,0,810,811,attached,442,0,FALSE,FALSE,TRUE,TRUE,4053,Lisa Parkways,,Wendybury,10250,398159
2326,2002,2,4,2,1,2202,2199,attached,612,0,FALSE,FALSE,TRUE,TRUE,2813,Horton Run,,Davidfort,10701,399417
2327,2004,1,2,2,0,1571,1566,none,0,0,FALSE,FALSE,TRUE,TRUE,15570,Eaton Summit,,Davidfort,11176,63000
2328,1985,1,3,2,0,1196,1203,none,0,0,FALSE,FALSE,TRUE,TRUE,864,Davies Centers,,Davidfort,11176,245697
2329,1978,1,3,2,0,1892,1903,attached,437,0,TRUE,FALSE,TRUE,TRUE,82654,Perry Road,,Wendybury,10250,359098
2330,1980,1,3,2,0,2098,2271,attached,530,0,TRUE,FALSE,TRUE,TRUE,26106,Lisa Parkways,,Wendybury,10250,567002
2331,1988,1,2,2,0,1342,1347,none,0,0,FALSE,FALSE,TRUE,TRUE,395,Davies Centers,,Wendybury,10250,239402
2332,1990,1,2,2,0,1345,1343,none,0,0,FALSE,FALSE,TRUE,TRUE,395,Davies Centers,,Wendybury,10250,310589
2333,1986,1,4,2,0,1562,1661,attached,460,0,TRUE,FALSE,TRUE,TRUE,243,Kelly Ways,,Wendybury,10250,365399
2334,1986,1,3,2,0,1975,2080,attached,651,0,TRUE,FALSE,TRUE,TRUE,21043,Rebecca Bypass,,Wendybury,10250,440997
2335,1985,1,3,2,0,1496,1594,attached,649,0,TRUE,FALSE,TRUE,TRUE,75437,Jane Dam,,Wendybury,10250,375477
2336,1979,1,2,2,0,1249,1251,none,0,1272,FALSE,FALSE,TRUE,TRUE,971,Kelly Ways,,Wendybury,10250,129780
2337,1979,1,2,2,0,1254,1244,none,0,1266,FALSE,FALSE,TRUE,TRUE,971,Kelly Ways,,Wendybury,10250,340199
2338,1981,1,2,2,0,1483,1494,detached,1622,0,FALSE,FALSE,TRUE,FALSE,1706,Stanley Curve,,Davidfort,11176,206011
2339,1981,1,2,1,1,1242,1249,detached,894,0,FALSE,FALSE,TRUE,TRUE,77,Hardy Inlet,,Wendybury,10250,384933
2340,2001,1,3,2,0,1279,1273,attached,422,0,TRUE,FALSE,TRUE,TRUE,1698,Mcclure Burgs,,Wendybury,10250,327597
2341,1989,1,3,2,0,1274,1277,attached,478,0,TRUE,FALSE,TRUE,TRUE,4439,Frye Ports,,Wendybury,10250,321297
2342,1989,2,3,2,1,1555,1597,attached,471,0,TRUE,FALSE,TRUE,TRUE,826,Hendricks Land,,Wendybury,10250,207901
2343,1990,2,3,2,1,1562,1591,attached,472,0,TRUE,FALSE,TRUE,TRUE,826,Hendricks Land,,Wendybury,10250,351541
2344,1990,2,3,2,1,1564,1590,attached,471,0,TRUE,TRUE,TRUE,TRUE,1129,Hendricks Land,,Wendybury,10250,317517
2345,1990,1,3,2,0,1273,1435,attached,407,0,TRUE,FALSE,TRUE,TRUE,45788,Joseph Park,,Wendybury,10250,340202
2346,1991,2,4,3,0,1871,2102,attached,425,0,TRUE,FALSE,TRUE,TRUE,247,Joseph Park,,Wendybury,10250,354056
2347,1983,1,3,1,1,1204,1196,none,0,100,FALSE,FALSE,TRUE,TRUE,721,Sheena Islands,,Wendybury,10250,219241
2348,1973,1,3,1,1,1437,1441,attached,398,0,FALSE,FALSE,TRUE,FALSE,80,Walker Route,,Wendybury,10250,243181
2349,1972,1,2,2,0,1645,1641,none,0,511,FALSE,FALSE,TRUE,TRUE,3082,Espinoza Square,,Davidfort,11176,108364
2350,1986,1,2,2,0,1153,1157,none,0,0,FALSE,FALSE,TRUE,FALSE,35090,Jackson Wells,,Davidfort,11176,95133
2351,1978,1,3,1,1,1344,1750,none,0,0,FALSE,FALSE,TRUE,TRUE,54937,Jackson Wells,,Davidfort,11176,119069
2352,2014,1,3,2,1,1900,1959,attached,477,0,TRUE,FALSE,TRUE,TRUE,2543,Kelly Knoll,,Port Jonathanborough,10250,377997
2353,2011,2,4,2,1,2209,2302,attached,646,0,TRUE,FALSE,TRUE,TRUE,78,Rhonda Junction,,Port Jonathanborough,10250,409501
2354,2012,2,4,2,1,2222,2337,attached,421,0,FALSE,FALSE,TRUE,TRUE,43481,James Dale,,Port Jonathanborough,10250,405716
2355,2015,2,5,3,0,2817,2862,attached,443,0,FALSE,FALSE,TRUE,TRUE,2675,Rush Cliff,,Port Jonathanborough,10250,458642
2356,2013,2,4,2,1,2222,2340,attached,422,0,FALSE,FALSE,TRUE,TRUE,7860,Justin Meadows,,Port Jonathanborough,10250,430923
2357,2015,2,4,2,1,2226,2339,attached,417,0,FALSE,FALSE,TRUE,TRUE,9129,Rush Cliff,,Port Jonathanborough,10250,459269
2358,2007,1,4,2,0,2263,2332,attached,434,0,TRUE,FALSE,TRUE,TRUE,8065,Alvarez Via,,Port Jonathanborough,10250,377998
2359,2008,2,4,2,1,2819,2949,attached,494,0,TRUE,FALSE,TRUE,TRUE,877,Pham Haven,,Port Jonathanborough,10250,434073
2360,2007,2,4,2,1,2821,2945,attached,495,0,TRUE,FALSE,TRUE,TRUE,614,Baker Pines,,Port Jonathanborough,10250,386819
2361,2007,2,3,2,1,2175,2289,attached,622,0,TRUE,FALSE,TRUE,TRUE,421,Patricia Valley,,Port Jonathanborough,10250,384296
2362,2009,2,3,2,1,2442,2509,attached,691,0,TRUE,FALSE,TRUE,TRUE,2865,Patricia Valley,,Port Jonathanborough,10250,351540
2363,2009,2,5,4,1,3574,3613,attached,739,0,TRUE,FALSE,TRUE,TRUE,4109,Rodriguez Motorway,,Port Jonathanborough,10250,592203
2364,2007,1,3,2,1,1905,2027,attached,477,0,TRUE,FALSE,TRUE,TRUE,982,Patricia Valley,,Port Jonathanborough,10250,322556
2365,2006,2,3,2,1,2177,2422,attached,626,0,TRUE,FALSE,TRUE,TRUE,90031,Michael Alley,,Port Jonathanborough,10250,387454
2366,2008,2,3,2,1,2577,2794,attached,668,0,TRUE,FALSE,TRUE,TRUE,26975,Thomas Prairie,,Port Jonathanborough,10250,384296
2367,2001,1,4,2,1,2903,2941,attached,599,0,TRUE,TRUE,TRUE,TRUE,257,Hanna Vista,,Port Jonathanborough,10250,491398
2368,1988,2,3,2,1,1567,1683,attached,471,0,TRUE,FALSE,TRUE,TRUE,2095,Dalton Burgs,,Port Jonathanborough,10250,312482
2369,1989,2,3,2,1,1573,1677,attached,472,0,TRUE,FALSE,TRUE,TRUE,2095,Dalton Burgs,,Port Jonathanborough,10250,365404
2370,1988,1,3,2,0,1033,1122,attached,446,0,TRUE,FALSE,TRUE,TRUE,88407,Kelsey Motorway,,Port Jonathanborough,10250,289801
2371,1990,2,4,2,1,1727,1737,attached,426,0,TRUE,FALSE,TRUE,TRUE,357,Amanda Curve,,Port Jonathanborough,10250,384303
2372,1998,1,3,2,0,1347,1445,attached,398,0,TRUE,FALSE,TRUE,TRUE,48426,Dalton Burgs,,Port Jonathanborough,10250,308702
2373,1992,2,4,2,1,1775,1793,attached,478,0,TRUE,TRUE,TRUE,TRUE,4801,Dalton Burgs,,Port Jonathanborough,10250,377999
2374,1991,1,3,2,0,1329,1431,attached,474,0,TRUE,FALSE,TRUE,TRUE,991,Potter Fords,,Port Jonathanborough,10250,355316
2375,1992,2,3,2,1,1750,1801,attached,401,0,TRUE,FALSE,TRUE,TRUE,317,Fields Street,,Port Jonathanborough,10250,352800
2376,1990,2,3,2,1,1747,1796,attached,401,0,TRUE,TRUE,TRUE,TRUE,30481,Sylvia Crescent,,Port Jonathanborough,10250,378002
2377,1989,1,3,1,1,1504,1551,attached,404,0,TRUE,FALSE,TRUE,TRUE,58210,Rogers Court,,Port Jonathanborough,10250,340200
2378,2005,2,3,2,1,2702,2707,attached,606,0,TRUE,FALSE,TRUE,TRUE,42776,Crystal Islands,,Davidfort,10701,384300
2379,2005,2,3,2,1,2705,2709,attached,606,0,TRUE,FALSE,TRUE,TRUE,21718,Rhonda Burgs,,Davidfort,10701,422098
2380,2013,1,3,2,0,2324,2388,attached,425,0,FALSE,FALSE,TRUE,TRUE,2334,Crystal Islands,,Davidfort,10701,434696
2381,2014,1,3,2,1,2487,2543,attached,599,0,FALSE,FALSE,TRUE,TRUE,1874,Rodriguez Mill,,Davidfort,10701,488878
2382,2006,2,3,2,1,1706,1821,attached,405,0,TRUE,FALSE,TRUE,TRUE,5708,Robert Centers,,Davidfort,10701,359096
2383,2005,2,4,2,1,2440,2540,attached,646,0,FALSE,FALSE,TRUE,TRUE,746,Katie Islands,,Davidfort,10701,409497
2384,2006,2,3,2,1,3358,3649,attached,614,0,TRUE,FALSE,TRUE,TRUE,1362,Kimberly Crest,,Davidfort,10701,592204
2385,2004,2,3,2,1,1912,1942,attached,436,0,TRUE,FALSE,TRUE,TRUE,469,Duke Gateway,,Davidfort,10701,340197
2386,2005,2,3,2,1,1914,1940,attached,437,0,TRUE,FALSE,TRUE,TRUE,608,Duke Gateway,,Davidfort,10701,365403
2387,2005,2,5,4,0,3836,3976,attached,850,0,TRUE,FALSE,TRUE,TRUE,7709,Xavier Mews,,Davidfort,10701,604802
2388,2006,1,5,3,0,3242,3552,attached,452,0,TRUE,FALSE,TRUE,TRUE,5,Maria Street,,Davidfort,10701,434698
2389,2006,2,3,2,1,2092,2150,attached,432,0,FALSE,FALSE,TRUE,TRUE,4288,Foster Wall,,Davidfort,10701,280351
2390,2004,2,3,2,1,2091,2149,attached,432,0,FALSE,FALSE,TRUE,TRUE,4288,Foster Wall,,Davidfort,10701,376743
2391,2006,2,5,2,1,3465,3534,attached,627,0,TRUE,FALSE,TRUE,TRUE,6575,James Centers,,Davidfort,10701,498334
2392,2004,2,3,3,0,2647,2762,attached,636,0,TRUE,FALSE,TRUE,TRUE,2705,Tiffany Trace,,Davidfort,10701,434703
2393,2004,2,3,3,0,2475,2579,attached,641,0,TRUE,FALSE,TRUE,TRUE,572,Lambert Flat,,Davidfort,10701,417064
2394,2002,2,3,3,0,2648,2757,attached,635,0,TRUE,FALSE,TRUE,TRUE,9912,Brian Trail,,Davidfort,10701,422098
2395,2003,1,3,2,0,1548,1550,attached,415,0,FALSE,FALSE,TRUE,TRUE,11751,Hansen Burgs,,Davidfort,10701,270899
2396,2004,1,3,2,0,1553,1548,attached,413,0,FALSE,FALSE,TRUE,TRUE,11751,Hansen Burgs,,Davidfort,10701,351540
2397,1993,2,5,2,1,2447,2664,attached,616,0,TRUE,FALSE,TRUE,TRUE,94847,Woods Turnpike,,Davidfort,10701,502108
2398,1997,2,4,3,0,2586,2585,attached,577,0,TRUE,FALSE,TRUE,TRUE,5,Luis Stravenue,,Davidfort,10701,440997
2399,1996,2,5,3,0,2293,2361,attached,664,0,TRUE,FALSE,TRUE,TRUE,8748,Larson Ville,,Davidfort,10701,434702
2400,2003,2,4,3,0,3214,3248,attached,686,0,TRUE,FALSE,TRUE,TRUE,270,Perry Ramp,,Davidfort,10701,477540
2401,2005,2,4,3,0,3203,3238,attached,684,0,TRUE,FALSE,TRUE,TRUE,1205,Simpson Mountains,,Davidfort,10701,446038
2402,2007,2,3,2,1,1628,1628,attached,495,0,TRUE,FALSE,TRUE,TRUE,27114,Timothy Cliff,2307,Davidfort,10701,272161
2403,2009,2,3,2,1,1634,1638,attached,495,0,TRUE,FALSE,TRUE,TRUE,27114,Timothy Cliff,3791,Davidfort,10701,283503
2404,2009,1,4,2,0,1562,1566,attached,396,0,FALSE,FALSE,TRUE,TRUE,344,Evans Estate,,Wendybury,10250,409502
2405,2005,2,4,2,1,3643,3815,attached,627,0,TRUE,FALSE,TRUE,TRUE,3553,Bailey Flats,,Wendybury,10250,497704
2406,2005,2,5,3,0,2877,2923,attached,639,0,TRUE,FALSE,TRUE,TRUE,1494,Jeremy Meadows,,Wendybury,10250,453604
2407,2007,2,4,2,1,3650,3814,attached,627,0,TRUE,FALSE,TRUE,TRUE,53819,Evans Estate,,Wendybury,10250,502738
2408,2006,1,3,2,0,1605,1761,attached,432,0,TRUE,FALSE,TRUE,TRUE,91602,Casey Falls,,Wendybury,10250,239401
2409,2004,1,4,2,0,1993,2037,attached,683,0,TRUE,FALSE,TRUE,TRUE,540,Casey Falls,,Wendybury,10250,415796
2410,2005,2,4,3,0,2946,2948,attached,667,0,TRUE,FALSE,TRUE,TRUE,13228,Vicki Club,,Wendybury,10250,428399
2411,2002,2,3,2,1,2592,2638,attached,732,0,TRUE,FALSE,TRUE,TRUE,171,Wade Route,,Wendybury,10250,463676
2412,2000,2,3,2,1,3037,3145,attached,628,0,TRUE,FALSE,TRUE,TRUE,9845,Williams Meadows,,Wendybury,10250,459903
2413,2002,2,4,2,1,2596,2601,attached,574,0,TRUE,FALSE,TRUE,TRUE,632,Williams Meadows,,Wendybury,10250,459900
2414,2002,2,5,3,0,3214,3318,attached,704,0,TRUE,TRUE,TRUE,TRUE,10633,Sandra Glen,,Wendybury,10250,514078
2415,2001,2,5,2,1,2885,2935,attached,628,0,TRUE,FALSE,TRUE,TRUE,47,Hughes Fork,,Wendybury,10250,458643
2416,2003,1,5,2,1,2732,2789,attached,623,0,FALSE,FALSE,TRUE,TRUE,96604,Hughes Fork,,Wendybury,10250,396901
2417,1984,1,2,1,1,1249,1253,none,0,735,FALSE,FALSE,TRUE,TRUE,9050,Joseph Stravenue,,Wendybury,10250,209163
2418,1988,1,4,2,0,1849,2047,detached,399,0,FALSE,FALSE,TRUE,TRUE,68973,Williams Meadow,,Wendybury,10250,275943
2419,1980,1,2,1,1,1936,1941,detached,478,0,FALSE,FALSE,TRUE,TRUE,563,Jeremy Radial,,Wendybury,10250,327602
2420,1984,1,2,1,1,1341,1341,detached,403,0,FALSE,FALSE,TRUE,TRUE,994,Mata Loop,,Wendybury,10250,308699
2421,2007,2,4,2,1,2639,2788,attached,720,0,TRUE,FALSE,TRUE,TRUE,81108,Bailey Row,,Davidfort,10701,406980
2422,1982,1,2,1,1,1440,1661,detached,503,0,FALSE,TRUE,TRUE,FALSE,7060,Sullivan Circles,,Wendybury,10250,235623
2423,1978,1,2,2,0,1436,1441,none,0,0,FALSE,FALSE,TRUE,TRUE,978,Danielle Valleys,,Wendybury,10250,214197
2424,1984,1,2,1,0,570,574,none,0,0,FALSE,FALSE,TRUE,TRUE,323,Dominguez Lodge,,Port Jonathanborough,10250,68039
2425,1978,1,3,2,0,2034,2041,none,0,452,FALSE,FALSE,TRUE,TRUE,42066,Laura Isle,,Wendybury,10250,217348
2426,1983,1,2,1,1,1248,1806,attached,322,0,FALSE,TRUE,TRUE,TRUE,7844,Sheena Islands,,Port Jonathanborough,10250,258304
2427,1964,2,2,2,1,2159,3171,attached,549,0,TRUE,FALSE,TRUE,FALSE,7522,Donna Oval,,Brownport,10510,384303
2428,2013,2,4,3,0,2624,2627,attached,581,0,TRUE,FALSE,TRUE,TRUE,321,Michael Trail,,Port Jonathanborough,10250,457382
2429,2012,2,3,2,1,1616,1621,attached,416,0,FALSE,FALSE,TRUE,TRUE,670,Jackson Drive,,Port Jonathanborough,10250,345867
2430,2013,2,4,3,0,3828,3835,attached,585,0,FALSE,FALSE,TRUE,TRUE,75965,Michael Trail,,Port Jonathanborough,10250,529200
2431,2015,1,2,2,0,1512,1535,attached,416,0,TRUE,FALSE,TRUE,TRUE,72835,Amanda Valleys,,Port Jonathanborough,10250,379887
2432,2010,2,4,2,1,1966,1962,attached,416,0,FALSE,FALSE,TRUE,TRUE,73848,Jennifer Highway,,Port Jonathanborough,10250,384296
2433,2010,2,4,4,0,4648,4649,attached,586,0,FALSE,FALSE,TRUE,TRUE,7181,Schneider Forge,,Port Jonathanborough,10250,447304
2434,2006,2,4,4,0,4657,4758,attached,425,0,FALSE,FALSE,TRUE,TRUE,124,Miller Lodge,,Port Jonathanborough,10250,516600
2435,2007,2,4,3,0,3690,3692,attached,427,0,FALSE,FALSE,TRUE,TRUE,900,Miller Lodge,,Port Jonathanborough,10250,412016
2436,2006,2,4,3,0,3836,3830,attached,558,0,FALSE,FALSE,TRUE,TRUE,704,Miller Lodge,,Port Jonathanborough,10250,435956
2437,2010,2,4,2,1,2821,2941,attached,626,0,TRUE,FALSE,TRUE,TRUE,24998,Tran Parkway,,Port Jonathanborough,10250,449816
2438,2011,2,3,2,1,2824,2873,attached,611,0,FALSE,FALSE,TRUE,TRUE,672,Larry Cliff,,Port Jonathanborough,10250,434697
2439,2007,1,4,2,1,2716,2968,attached,713,0,TRUE,FALSE,TRUE,TRUE,8789,Jennifer Shore,,Port Jonathanborough,10250,472498
2440,2008,1,6,2,0,2038,2097,attached,428,0,TRUE,FALSE,TRUE,TRUE,661,Melissa Crest,,Port Jonathanborough,10250,423359
2441,2003,2,4,2,1,2513,2646,attached,425,0,TRUE,TRUE,TRUE,TRUE,37549,Veronica Fall,,Port Jonathanborough,10250,441001
2442,2002,1,4,2,0,1724,1770,attached,643,0,TRUE,FALSE,TRUE,TRUE,77761,Garrett Spurs,,Port Jonathanborough,10250,378001
2443,2002,1,4,2,0,2307,2309,attached,599,0,TRUE,FALSE,TRUE,TRUE,49998,Davis Islands,,Port Jonathanborough,10250,428403
2444,2002,1,4,2,0,2587,2607,attached,586,0,TRUE,FALSE,TRUE,TRUE,313,Katie Spur,,Port Jonathanborough,10250,422103
2445,2002,1,3,2,0,1755,1794,attached,421,0,FALSE,FALSE,TRUE,TRUE,5542,Wong Fords,,Port Jonathanborough,10250,291064
2446,2001,1,3,2,0,1751,1796,attached,418,0,FALSE,FALSE,TRUE,TRUE,5542,Wong Fords,,Port Jonathanborough,10250,375482
2447,1989,1,3,1,1,1190,1194,none,0,190,FALSE,TRUE,TRUE,TRUE,69,Samuel Plains,,Port Jonathanborough,10250,298618
2448,1994,1,3,2,0,1414,1498,attached,460,0,TRUE,FALSE,TRUE,TRUE,743,John Ferry,,Port Jonathanborough,10250,327604
2449,2002,2,3,2,1,1788,1787,attached,451,0,FALSE,FALSE,TRUE,TRUE,920,White Common,,Port Jonathanborough,10250,338313
2450,2000,2,4,2,1,1970,1972,attached,436,0,FALSE,FALSE,TRUE,TRUE,63998,King Radial,,Port Jonathanborough,10250,309958
2451,2000,2,4,2,1,1962,1967,attached,437,0,FALSE,FALSE,TRUE,TRUE,63998,King Radial,,Port Jonathanborough,10250,389343
2452,1988,1,3,3,0,1787,1796,none,0,0,FALSE,FALSE,FALSE,FALSE,96309,Cheryl Knoll,,West Lydia,10569,126001
2453,2011,2,4,3,0,2022,2024,attached,618,0,FALSE,FALSE,TRUE,TRUE,54280,Ross View,,Davidfort,10701,396903
2454,2011,2,4,3,0,2324,2462,attached,607,0,FALSE,FALSE,TRUE,TRUE,3995,Jacob Pass,,Davidfort,10701,352800
2455,2012,1,3,2,0,1293,1331,attached,428,0,FALSE,FALSE,TRUE,TRUE,63324,Green Lock,,Davidfort,10701,349018
2456,2013,2,5,3,0,2668,2691,attached,632,0,FALSE,FALSE,TRUE,TRUE,627,Jacob Pass,,Davidfort,10701,434698
2457,2012,2,4,2,1,2263,2386,attached,434,0,FALSE,FALSE,TRUE,TRUE,3995,Robert Row,,Davidfort,10701,391860
2458,2011,2,4,3,0,2296,2336,attached,476,0,TRUE,FALSE,TRUE,TRUE,46402,Robert Row,,Davidfort,10701,364144
2459,2011,2,4,3,0,2287,2343,attached,483,0,TRUE,FALSE,TRUE,TRUE,2496,Robert Row,,Davidfort,10701,439110
2460,2015,1,3,2,1,2018,2136,attached,440,0,FALSE,FALSE,TRUE,TRUE,76423,Barbara Roads,,Davidfort,10701,417060
2461,2008,2,3,2,1,2112,2198,attached,432,0,TRUE,FALSE,TRUE,TRUE,189,Barbara Roads,,Davidfort,10701,403196
2462,1978,2,2,1,0,1250,1507,none,0,0,FALSE,FALSE,FALSE,FALSE,879,Patrick Bypass,,Port Jonathanborough,10250,314998
